,accident_id,accident_year,outcome,num_parties,party1_type,party2_type,accident_nature,road_situation,built_up_area,speed_limit_kmh,street_lighting,road_surface,road_condition,light_condition,weather_condition,street_name,municipality,shape,geometry,longitude,latitude
218098,20230050753,2023,Letsel,2,bromfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Klinkers,Droog,Daglicht,Droog,Korte Prinsengracht,amsterdam,POINT (121113.73020000011 488283.90740000084),POINT (4.889511179878944 52.38137207660279),4.889511179878944,52.38137207660279
218205,20230039854,2023,Uitsluitend materiele schade,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Bilderdijkstraat,amsterdam,POINT (119978.97599999979 486574.91000000015),POINT (4.873023575454423 52.3659416474204),4.873023575454423,52.3659416474204
218235,20230049252,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Kop/staart,Rotonde,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Zacharias Jansestraat,amsterdam,POINT (123846.96519999951 485235.8484000005),POINT (4.929935807567807 52.35414003716326),4.929935807567807,52.35414003716326
218297,20230066255,2023,Letsel,2,fiets,fiets,Kop/staart,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Albatrospad,amsterdam,POINT (123373.70300000161 488999.3200000003),POINT (4.9226353276120935 52.387936544921104),4.9226353276120935,52.387936544921104
218324,20230049396,2023,Letsel,4,personenauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Marathonweg,amsterdam,POINT (119416.99799999967 484449.2109999992),POINT (4.8649977654967875 52.34680125628139),4.8649977654967875,52.34680125628139
218334,20230066158,2023,Letsel,2,snorfiets,boom,Vast voorwerp,Rechte weg,Binnen,30.0,Niet aanwezig,ZOAB,Droog,Daglicht,Droog,Plesmanlaan,amsterdam,POINT (116234.52100000158 484957.25),POINT (4.818236189198529 52.351151845921564),4.818236189198529,52.351151845921564
218498,20220211659,2022,Uitsluitend materiele schade,2,bestelauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Gerrit van der Veenstr,amsterdam,POINT (119901.71420000121 484672.8033999987),POINT (4.872087732013099 52.34884192243797),4.872087732013099,52.34884192243797
218500,20220212334,2022,Uitsluitend materiele schade,2,personenauto,e-bike,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,Van Baerlestraat,amsterdam,POINT (120402.95300000161 485600.12000000104),POINT (4.879348477619372 52.35720779146716),4.879348477619372,52.35720779146716
218586,20220211153,2022,Uitsluitend materiele schade,2,bestelauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Marnixstraat,amsterdam,POINT (120318.07899999991 486880.1160000004),POINT (4.877970631111093 52.36870613765962),4.877970631111093,52.36870613765962
218646,20220211222,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Brandend,ZOAB,Droog,Duisternis,Droog,Wibautstraat,amsterdam,POINT (122862.44729999825 484842.5527999997),POINT (4.915522949019002 52.35054864843569),4.915522949019002,52.35054864843569
218846,20220211465,2022,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Hemonystraat,amsterdam,POINT (121934.37539999932 485704.2441999987),POINT (4.901817453998381 52.358237894785475),4.901817453998381,52.358237894785475
218880,20220210798,2022,Letsel,2,fiets,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Parnassusweg,amsterdam,POINT (119640.71999999881 483769.6779999994),POINT (4.868352301915228 52.3407085193602),4.868352301915228,52.3407085193602
218881,20220210801,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Bilderdijkkade,amsterdam,POINT (119896.92289999872 486567.8980999999),POINT (4.8718196457962835 52.365873391489686),4.8718196457962835,52.365873391489686
219222,20230111301,2023,Letsel,2,personenauto,fiets,Onbekend,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Alexanderplein,amsterdam,POINT (123106.36199999973 486281.7019999996),POINT (4.918966308299095 52.36349699299695),4.918966308299095,52.36349699299695
219250,20230111038,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Frontaal,"Kruispunt, 3 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Van Boshuizenstraat,amsterdam,POINT (120604.00930000097 482001.62110000104),POINT (4.882667363682625 52.32487949661082),4.882667363682625,52.32487949661082
219296,20230067140,2023,Letsel,2,personenauto,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Nassaukade,amsterdam,POINT (120353.65199999884 486402.7340000011),POINT (4.878542122843588 52.36441801444211),4.878542122843588,52.36441801444211
219384,20230020435,2023,Letsel,2,bromfiets,voetganger,Voetganger,Rechte weg,Binnen,Unknown,Niet brandend,Beton,Droog,Daglicht,Droog,De Ruijterkade,amsterdam,POINT (121488.5549999997 488398.7010000013),POINT (4.895004646066382 52.3824267658551),4.895004646066382,52.3824267658551
219399,20230036828,2023,Uitsluitend materiele schade,1,fiets,unknown,Voetganger,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Cornelis Krusemanstraat,amsterdam,POINT (119110.14900000021 484878.55799999833),POINT (4.860448924465722 52.35063997133527),4.860448924465722,52.35063997133527
219414,20230020466,2023,Letsel,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Paulus Potterstraat,amsterdam,POINT (120344.5709999986 485696.9699999988),POINT (4.878481532552233 52.35807453200524),4.878481532552233,52.35807453200524
219426,20230036333,2023,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,Droog,Westeinde,amsterdam,POINT (121762 485657),POINT (4.899291825636309 52.3578028939327),4.899291825636309,52.3578028939327
219496,20230078885,2023,Letsel,2,fiets,fiets,Geparkeerd voertuig,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Overdam,amsterdam,POINT (119110.3359999992 482044.1020000018),POINT (4.860753794957353 52.3251658297788),4.860753794957353,52.3251658297788
219501,20230022828,2023,Uitsluitend materiele schade,2,fiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,SMEDERIJ MEISTERBRUG,amsterdam,POINT (119726.60610000044 486864.4668999985),POINT (4.869288030404337 52.36852782496966),4.869288030404337,52.36852782496966
219532,20230024027,2023,Letsel,2,personenauto,fiets,Los voorwerp,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Nat,Daglicht,Regen,Admiraal De Ruijterweg,amsterdam,POINT (118874.89779999852 488043.35990000144),POINT (4.856656258017785 52.379067465080844),4.856656258017785,52.379067465080844
219607,20230036551,2023,Letsel,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Haarlemmerweg,amsterdam,POINT (113415.40300000086 488628.6579999998),POINT (4.776407503487349 52.38394124078299),4.776407503487349,52.38394124078299
219630,20230024761,2023,Letsel,2,personenauto,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Marnixplein,amsterdam,POINT (120382.59380000085 487952.09629999846),POINT (4.878807449418029 52.378344388158865),4.878807449418029,52.378344388158865
219672,20230020790,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Duisternis,Droog,1e C Huygensstr,amsterdam,POINT (120254.2899999991 485924.3905999996),POINT (4.877132813378075 52.36011272614324),4.877132813378075,52.36011272614324
219680,20230066712,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Kop/staart,Rechte weg,Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Zuiderzeeweg,amsterdam,POINT (126109.79899999872 486967.3819999993),POINT (4.963000335931756 52.36982562851249),4.963000335931756,52.36982562851249
219685,20230077728,2023,Uitsluitend materiele schade,1,fiets,unknown,Onbekend,Rechte weg,Binnen,30.0,Brandend,Beton,Droog,Duisternis,Droog,Admiraal De Ruijterweg,amsterdam,POINT (118192.39699999988 488661.81799999997),POINT (4.846565432375951 52.38458035286413),4.846565432375951,52.38458035286413
219697,20230020837,2023,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Regen,Overschiestraat,amsterdam,POINT (117625.18400000036 484768.62000000104),POINT (4.838667243920643 52.34955293067262),4.838667243920643,52.34955293067262
219761,20230088168,2023,Uitsluitend materiele schade,2,bromfiets,bestelauto,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Duisternis,Regen,Willem de Zwijgerlaan,amsterdam,POINT (118941.75299999863 488398.6160000004),POINT (4.8575999513883925 52.38226463035152),4.8575999513883925,52.38226463035152
219774,20230097530,2023,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Nat,Daglicht,Regen,Buikslotermeerplein,amsterdam,POINT (124628.54729999974 490240.82719999924),POINT (4.940955296452347 52.39916521095215),4.940955296452347,52.39916521095215
219808,20230097546,2023,Uitsluitend materiele schade,2,snorfiets,fiets,Flank,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Nat,Schemer,Regen,Willem Augustinstraat,amsterdam,POINT (117671.80799999833 487660.01199999824),POINT (4.839030536483192 52.37554175354818),4.839030536483192,52.37554175354818
219823,20230088252,2023,Letsel,2,unknown,bromfiets,Eenzijdig,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Schellingwouderdijk,amsterdam,POINT (126398.02600000054 488214.41099999845),POINT (4.967126225865746 52.38104821447545),4.967126225865746,52.38104821447545
219955,20230087266,2023,Letsel,1,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Weteringlaan,amsterdam,POINT (121188.82699999958 485741.80700000003),POINT (4.890869790209671 52.35853010473367),4.890869790209671,52.35853010473367
220031,20230097980,2023,Letsel,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Daglicht,Droog,Kölpinstraat,amsterdam,POINT (113794.40619999915 484798.5824000016),POINT (4.7824434629067305 52.34954829618644),4.7824434629067305,52.34954829618644
220089,20210080805,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Beton,Nat,Daglicht,Regen,Kwadrantweg,amsterdam,POINT (117510.29450000077 490451.2496000007),POINT (4.83634717819115 52.40061615139752),4.83634717819115,52.40061615139752
220105,20210080848,2021,Uitsluitend materiele schade,2,snorfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Nat,Schemer,Droog,Ruyschstraat,amsterdam,POINT (122496.7659999989 485619.4990000017),POINT (4.9100809785506305 52.357509822159905),4.9100809785506305,52.357509822159905
220134,20210075818,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Onbekend,Unknown,Unknown,50.0,Unknown,Unknown,Unknown,Daglicht,Unknown,Kinkerstraat,amsterdam,POINT (119884.55999999866 486699.5249999985),POINT (4.871624392532492 52.36705556878384),4.871624392532492,52.36705556878384
220156,20210088661,2021,Letsel,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Brandend,Overig asfalt,Nat,Duisternis,Droog,Osdorper Ban,amsterdam,POINT (114125.64699999988 485907.71719999984),POINT (4.787169953042757 52.35954104677884),4.787169953042757,52.35954104677884
220159,20210087357,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Velserweg,amsterdam,POINT (118107.78390000015 488846.26520000026),POINT (4.845302408511265 52.38623233901139),4.845302408511265,52.38623233901139
220227,20210078910,2021,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Schemer,Droog,Meibergdreef,amsterdam,POINT (125492 478792),POINT (4.954645485398784 52.29631714999864),4.954645485398784,52.29631714999864
220242,20210086200,2021,Uitsluitend materiele schade,2,bestelauto,bromfiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Schemer,Droog,Comeniusstraat,amsterdam,POINT (117024 485852),POINT (4.8297219780759955 52.35924831817708),4.8297219780759955,52.35924831817708
220351,20210024765,2021,Uitsluitend materiele schade,3,fiets,fiets,Flank,Bocht,Buiten,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Keverdijk,amsterdam,POINT (134525.2349999994 478866.5859999992),POINT (5.08705726586697 52.297397643382126),5.08705726586697,52.297397643382126
220417,20210028499,2021,Uitsluitend materiele schade,2,bromfiets,motor,Flank,Rechte weg,Binnen,50.0,Brandend,Unknown,Droog,Duisternis,Droog,Postjesweg,amsterdam,POINT (117434.01999999955 486385.38599999994),POINT (4.835681161252013 52.36407018028547),4.835681161252013,52.36407018028547
220424,20210006168,2021,Uitsluitend materiele schade,2,snorfiets,fiets,Kop/staart,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Linnaeusstraat,amsterdam,POINT (123649.32800000161 485609.1009999998),POINT (4.927000167250927 52.357483350519466),4.927000167250927,52.357483350519466
220519,20210033833,2021,Uitsluitend materiele schade,2,bromfiets,overig vast object,Vast voorwerp,Rechte weg,Binnen,50.0,Brandend,Klinkers,Droog,Duisternis,Droog,Sinjeur Semeynsstraat,amsterdam,POINT (117999.41899999976 488285.0210000016),POINT (4.843772550218804 52.381181023510855),4.843772550218804,52.381181023510855
220655,20210007162,2021,Letsel,2,personenauto,fiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Droog,Maxwellstraat,amsterdam,POINT (123989 484306),POINT (4.932106239864792 52.34579117729045),4.932106239864792,52.34579117729045
220707,20210074216,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Kop/staart,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Monnikenstraat,amsterdam,POINT (121752.53110000119 487382.90480000153),POINT (4.898982171132917 52.37331356323868),4.898982171132917,52.37331356323868
220743,20210034686,2021,Letsel,2,snorfiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Droog,Van Diemenkade,amsterdam,POINT (120959.2509999983 489303.64400000125),POINT (4.887139051154415 52.39052715794708),4.887139051154415,52.39052715794708
220796,20210047181,2021,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,50.0,Brandend,Overig asfalt,Nat,Schemer,Regen,Kinkerstraat,amsterdam,POINT (119207.65100000054 486432.94000000134),POINT (4.861714501501665 52.36461600165814),4.861714501501665,52.36461600165814
220801,20210054757,2021,Uitsluitend materiele schade,2,bestelauto,fiets,Flank,Rechte weg,Binnen,30.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Hogeweg,amsterdam,POINT (124001.1409999989 485293.131000001),POINT (4.932193474178206 52.3546635766831),4.932193474178206,52.3546635766831
220807,20210061519,2021,Uitsluitend materiele schade,2,fiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,ZOAB,Nat,Duisternis,Droog,Waterlooplein,amsterdam,POINT (121926 486628),POINT (4.9016036598395765 52.366539478694364),4.9016036598395765,52.366539478694364
220866,20210050906,2021,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Ringvaartdijk,amsterdam,POINT (114544.08460000157 483761.76040000096),POINT (4.793570297306527 52.34028585516766),4.793570297306527,52.34028585516766
220879,20210038612,2021,Uitsluitend materiele schade,2,personenauto,bromfiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet aanwezig,Overig asfalt,Droog,Daglicht,Droog,Jan Evertsenstraat,amsterdam,POINT (117287.42330000177 487071.0694999993),POINT (4.833452087804698 52.37022253083808),4.833452087804698,52.37022253083808
220906,20210070841,2021,Uitsluitend materiele schade,1,fiets,unknown,Onbekend,Rechte weg,Binnen,30.0,Niet aanwezig,Klinkers,Nat,Daglicht,Droog,Dam,amsterdam,POINT (121391.78000000119 487363.5780000016),POINT (4.893686844914388 52.37311790738286),4.893686844914388,52.37311790738286
220932,20210060666,2021,Uitsluitend materiele schade,1,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Niet brandend,Klinkers,Nat,Daglicht,Unknown,Archimedesplantsoen,amsterdam,POINT (124766.03599999845 485149.7490000017),POINT (4.943433395939801 52.35341757015002),4.943433395939801,52.35341757015002
220981,20210046813,2021,Uitsluitend materiele schade,2,bromfiets,bromfiets,Flank,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Rozengracht,amsterdam,POINT (120318 487326),POINT (4.877923465754311 52.37271341598058),4.877923465754311,52.37271341598058
221040,20210043798,2021,Letsel,2,bromfiets,personenauto,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Gelderlandplein,amsterdam,POINT (120175.9450000003 482796.66600000113),POINT (4.8763063633581725 52.33199790303995),4.8763063633581725,52.33199790303995
221141,20210038302,2021,Uitsluitend materiele schade,3,fiets,fiets,Onbekend,Bocht,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Varenweg,amsterdam,POINT (122937.68600000069 489206.7989999987),POINT (4.916210928550861 52.38977592303519),4.916210928550861,52.38977592303519
221769,20220080461,2022,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Klinkers,Nat,Daglicht,Droog,Apollolaan,amsterdam,POINT (119894.94680000097 484805.9136000015),POINT (4.871974528482282 52.35003779269604),4.871974528482282,52.35003779269604
221804,20220081397,2022,Letsel,2,personenauto,e-bike,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Unknown,Droog,Daglicht,Unknown,Willem de Zwijgerlaan,amsterdam,POINT (118815.92599999905 488415.61199999973),POINT (4.855750116562582 52.38240909826044),4.855750116562582,52.38240909826044
221805,20220081405,2022,Letsel,2,snorfiets,bestelauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Wibautstraat,amsterdam,POINT (122866.13300000131 484864.7368000001),POINT (4.915574923625049 52.35074823946396),4.915574923625049,52.35074823946396
221989,20220036096,2022,Uitsluitend materiele schade,1,fiets,unknown,Voetganger,Rechte weg,Binnen,30.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Willemsparkweg,amsterdam,POINT (119945.97399999946 485529.3029999994),POINT (4.872648044659566 52.356542370113665),4.872648044659566,52.356542370113665
222105,20220055827,2022,Letsel,2,snorfiets,fiets,Onbekend,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Schemer,Droog,Leidsegracht,amsterdam,POINT (120551.99810000136 486527.73319999874),POINT (4.88144123606027 52.3655538940373),4.88144123606027,52.3655538940373
222116,20220102338,2022,Letsel,3,fiets,voetganger,Voetganger,Rechte weg,Binnen,15.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Singel,amsterdam,POINT (121011.61199999973 487222.76999999955),POINT (4.8881187362778515 52.37182902694766),4.8881187362778515,52.37182902694766
222134,20220102745,2022,Letsel,2,fiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,Gerard Doustraat,amsterdam,POINT (121155.9737999998 485397.81230000034),POINT (4.890422145991284 52.35543649253752),4.890422145991284,52.35543649253752
222143,20220015454,2022,Uitsluitend materiele schade,2,fiets,personenauto,Flank,Rotonde,Unknown,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Jan Tooropstraat,amsterdam,POINT (117541.6548999995 486995.7435999997),POINT (4.837193323345367 52.36956295951539),4.837193323345367,52.36956295951539
222228,20230087823,2023,Uitsluitend materiele schade,4,fiets,fiets,Onbekend,Unknown,Unknown,30.0,Unknown,Unknown,Unknown,Duisternis,Unknown,Herengracht,amsterdam,POINT (120909.53880000114 487052.05000000075),POINT (4.886637262237511 52.37028839032029),4.886637262237511,52.37028839032029
222574,20230003928,2023,Uitsluitend materiele schade,2,bromfiets,personenauto,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Daniël Goedkoopstraat,amsterdam,POINT (123350.73889999837 483053.6209000014),POINT (4.9228575407353565 52.33449918348598),4.9228575407353565,52.33449918348598
222785,20210069665,2021,Letsel,2,personenauto,bromfiets,Flank,Rechte weg,Buiten,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Van Nijenrodeweg,amsterdam,POINT (120492.03299999982 482340.3200000003),POINT (4.880990212208654 52.32791649032364),4.880990212208654,52.32791649032364
222966,20210027995,2021,Letsel,2,personenauto,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,ZOAB,Nat,Daglicht,Regen,Willemsparkweg,amsterdam,POINT (119945.97399999946 485529.3029999994),POINT (4.872648044659566 52.356542370113665),4.872648044659566,52.356542370113665
222967,20210041154,2021,Letsel,2,bromfiets,fiets,Flank,"Kruispunt, 3 takken",Binnen,50.0,Niet brandend,Klinkers,Droog,Daglicht,Droog,P Cornelisz Hooftstr,amsterdam,POINT (120524.56929999962 485950.35979999974),POINT (4.881097737006287 52.360363147844126),4.881097737006287,52.360363147844126
222972,20210090812,2021,Letsel,2,snorfiets,personenauto,Frontaal,Rechte weg,Buiten,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Osdorperweg,amsterdam,POINT (114052.7509999983 486384.9200000018),POINT (4.786041791360923 52.36382432555311),4.786041791360923,52.36382432555311
222973,20210090818,2021,Letsel,3,personenauto,snorfiets,Frontaal,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Beton,Droog,Daglicht,Droog,Etnastraat,amsterdam,POINT (113030 485359),POINT (4.771155234179502 52.35452701414636),4.771155234179502,52.35452701414636
223123,20210046796,2021,Letsel,2,bestelauto,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet aanwezig,ZOAB,Nat,Daglicht,Unknown,Beethovenstraat,amsterdam,POINT (120232.04300000146 484453.2340000011),POINT (4.876958268650328 52.34688958165729),4.876958268650328,52.34688958165729
223135,20220177995,2022,Uitsluitend materiele schade,2,bromfiets,e-bike,Flank,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,Overig asfalt,Nat,Daglicht,Droog,Weesperzijde,amsterdam,POINT (122744.67909999937 484487.9675000012),POINT (4.913828513751156 52.34735496378523),4.913828513751156,52.34735496378523
223149,20220141934,2022,Uitsluitend materiele schade,2,personenauto,fiets,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Unknown,0228 BRUG,amsterdam,POINT (122081.85660000145 487784.1838000007),POINT (4.9037786767013785 52.376939817556185),4.9037786767013785,52.376939817556185
223161,20220176164,2022,Letsel,2,bromfiets,scootmobiel,Flank,"Kruispunt, 4 takken",Binnen,30.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Bullewijkpad,amsterdam,POINT (125661.26049999893 480025.6805999987),POINT (4.957019323887587 52.307413881496046),4.957019323887587,52.307413881496046
223162,20220177095,2022,Letsel,1,fiets,unknown,Eenzijdig,Rechte weg,Binnen,30.0,Niet brandend,Beton,Droog,Daglicht,Droog,Beethovenplein,amsterdam,POINT (120247.81399999931 483845.23900000006),POINT (4.877252483407859 52.34142633068704),4.877252483407859,52.34142633068704
223173,20220123214,2022,Uitsluitend materiele schade,2,snorfiets,fiets,Flank,"Kruispunt, 4 takken",Binnen,Unknown,Niet brandend,Klinkers,Droog,Daglicht,Unknown,Ruyschstraat,amsterdam,POINT (122515.16200000048 485618.28500000015),POINT (4.910351126411883 52.35749999957362),4.910351126411883,52.35749999957362
223230,20220178180,2022,Letsel,3,fiets,fiets,Onbekend,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Piet Heinkade,amsterdam,POINT (123649.98600000143 487608.1229999997),POINT (4.9268234333371295 52.37544927484906),4.9268234333371295,52.37544927484906
223268,20220177924,2022,Letsel,1,bromfiets,unknown,Eenzijdig,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Admiraal De Ruijterweg,amsterdam,POINT (118995.97399999946 487558.07499999925),POINT (4.8584863567344545 52.37471404460115),4.8584863567344545,52.37471404460115
223360,20220142405,2022,Letsel,2,fiets,los voorwerp,Los voorwerp,"Kruispunt, 4 takken",Binnen,50.0,Niet brandend,ZOAB,Droog,Daglicht,Droog,Haringbuisdijk,amsterdam,POINT (127317.80750000104 486213.5683999993),POINT (4.980799531096245 52.363113026928445),4.980799531096245,52.363113026928445
223361,20220142442,2022,Uitsluitend materiele schade,2,snorfiets,personenauto,Flank,"Kruispunt, 4 takken",Binnen,50.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Tweede Schinkelstraat,amsterdam,POINT (118797.8702000007 485214.6693000011),POINT (4.855829631944598 52.353640214196815),4.855829631944598,52.353640214196815
223403,20220155246,2022,Uitsluitend materiele schade,2,bromfiets,fiets,Flank,Rechte weg,Binnen,Unknown,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Holterbergweg,amsterdam,POINT (124323.98099999875 480402.1009999998),POINT (4.937377538321796 52.3107240086024),4.937377538321796,52.3107240086024
223428,20220142605,2022,Letsel,2,bromfiets,boom,Vast voorwerp,Bocht,Buiten,60.0,Brandend,Overig asfalt,Droog,Duisternis,Droog,Dammerweg,amsterdam,POINT (133344.3359999992 477516.26900000125),POINT (5.069832920621016 52.285216350102665),5.069832920621016,52.285216350102665
223435,20220155332,2022,Uitsluitend materiele schade,2,fiets,fiets,Frontaal,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Westerdokskade,amsterdam,POINT (121303.98800000176 488438.05000000075),POINT (4.892289966032308 52.38276910859094),4.892289966032308,52.38276910859094
223486,20220141342,2022,Uitsluitend materiele schade,2,personenauto,bromfiets,Kop/staart,Rechte weg,Binnen,50.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Jan Evertsenstraat,amsterdam,POINT (118998.11199999973 487188.4829999991),POINT (4.85855734221344 52.3713925687279),4.85855734221344,52.3713925687279
223573,20220155637,2022,Uitsluitend materiele schade,1,fiets,unknown,Flank,Rechte weg,Binnen,15.0,Niet brandend,Overig asfalt,Droog,Daglicht,Droog,Vondelpark,amsterdam,POINT (119699.30999999866 485568.6550000012),POINT (4.869023288430105 52.35688024429024),4.869023288430105,52.35688024429024
